ds_name,mean,std
torobo,"[ 9.25872825e-01  8.81683659e-01  5.33467716e-01  1.75751249e+00
 -1.85457166e+00 -5.47689931e-01  1.42597397e+00 -5.53580567e-03
 -7.88268924e-03  3.93743777e-03  8.09684977e-03 -1.04522312e-03
 -4.52608394e-03 -1.43228645e-03]","[0.30745971 0.35611747 0.320233   0.20006721 0.44923591 0.31984338
 0.39227833 0.01303799 0.01743169 0.01808803 0.0093126  0.01849618
 0.01786414 0.01743166]"
