ds_name,mean,std
torobo,"[ 1.32992016e+00  1.16893094e+00  4.75061350e-01  9.34866042e-01
 -1.48564714e+00 -1.06043919e+00  1.07591402e+00 -4.30997512e-03
 -5.97830623e-06 -7.97757909e-04  3.14511202e-03 -1.27610726e-02
  2.15895055e-03  1.27564559e-02]","[0.18929656 0.26122264 0.1385783  0.48794231 0.37383509 0.30146034
 0.37454724 0.01025512 0.0138198  0.00897769 0.00892031 0.02141356
 0.01329758 0.02272061]"
