ds_name,mean_st_1,mean_st_2,mean_st_3,mean_st_4,mean_st_5,mean_st_6,mean_st_7,std_st_1,std_st_2,std_st_3,std_st_4,std_st_5,std_st_6,std_st_7,mean_act_1,mean_act_2,mean_act_3,mean_act_4,mean_act_5,mean_act_6,mean_act_7,std_act_1,std_act_2,std_act_3,std_act_4,std_act_5,std_act_6,std_act_7
torobo,1.137801616359011,0.9468802987195719,0.9419800734848587,1.6210490284711125,-1.5478713554463917,-0.4553143906517051,0.950757286298493,0.46489466984675554,0.24648595413802404,0.23237633089179058,0.3090498253618177,0.43876924257144284,0.27400768010601245,0.4749444762081899,0.0175402619083513,0.004595408426048387,0.009779438754664626,0.002389971800539775,0.027632957788833408,0.010518434329160473,-0.02843555065163309,0.022227126832564486,0.011239263604358785,0.015399124173811915,0.012652025445145388,0.031961441428632435,0.017184228126375392,0.03239327345076087
